SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes
SKU0461,Bakery Product 104,Bakery,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH9364,22/07/2025,19/06/2025,24/07/2025,49,419,60,92,0,1,"42,17",985,"9,94",638,216,10,"$3,17","$3,18","$1.328,44","3,02","16,00","91,79%",FIFO,Low Stock,1,23/06/2025,"8,61%","85,68%",
SKU0462,Fresh Product 123,Fresh Produce,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH7544,18/08/2025,27/07/2025,25/08/2025,22,473,164,76,3,0,"78,98",2.16,"5,99",834,281,7,"$1,68","$1,80","$792,51","5,01","31,00","75,85%",FEFO,Low Stock,2,20/07/2025,"1,92%","84,18%",
SKU0463,Frozen Product 378,Frozen,A,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH6703,22/04/2025,31/03/2025,30/12/2025,140,815,11,87,1,0,"40,00",1.098,"20,37",187,67,3,"$4,46","$4,81","$3.633,19","1,47","13,00","90,08%",FEFO,In Stock,3,12/08/2025,"2,07%","64,50%",
SKU0464,Dairy Product 477,Dairy,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH3867,08/09/2025,13/08/2025,23/09/2025,1,537,62,77,1,0,"49,47",1.395,"10,86",377,130,5,"$3,33","$3,72","$1.787,08","2,76","18,00","98,86%",FIFO,Expiring Soon,2,30/06/2025,"-0,33%","73,93%",Promotional item
SKU0465,Seafood Product 60,Seafood,A,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH8254,25/04/2025,01/04/2025,02/05/2025,137,180,37,48,1,0,"19,67",434,"9,15",68,29,2,"$11,47","$11,08","$2.064,42","3,28","8,00","96,29%",FEFO,Expiring Soon,-2,09/08/2025,"-5,8%","74,15%",
SKU0466,Personal Product 235,Personal Care,B,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH2904,02/09/2025,17/08/2025,16/05/2029,7,76,5,13,0,2,"5,42",160,"14,02",17,12,1,"$20,16","$19,25","$1.531,86","2,14","6,00","80,92%",FIFO,In Stock,2,23/07/2025,"7,24%","75,63%",
SKU0467,Personal Product 347,Personal Care,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH9462,27/05/2025,23/04/2025,19/05/2028,105,37,14,4,0,0,"4,06",132,"9,11",63,22,10,"$0,75","$0,74","$27,86","3,29","3,00","92,90%",FIFO,Low Stock,-2,12/06/2025,"0,86%","68,90%",
SKU0468,Meat Product 48,Meat,B,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH8807,21/08/2025,01/08/2025,31/08/2025,19,223,59,47,0,0,"23,58",552,"9,46",37,13,1,"$4,77","$4,53","$1.063,51","3,17","16,00","80,69%",FEFO,Expiring Soon,3,13/08/2025,"-8,41%","94,72%",
SKU0469,Meat Product 485,Meat,B,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH4965,20/07/2025,26/05/2025,01/08/2025,51,193,27,56,4,0,"24,79",696,"7,79",268,94,7,"$9,24","$10,05","$1.784,25","3,85","11,00","87,21%",FEFO,Low Stock,-5,14/08/2025,"6,86%","83,41%",
SKU0470,Household Product 429,Household,A,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH2964,01/08/2025,04/06/2025,07/03/2027,39,120,12,0,1,0,"10,22",282,"11,74",81,30,5,"$18,98","$17,94","$2.278,02","2,56","5,00","88,43%",FIFO,In Stock,-1,15/06/2025,"8,29%","62,05%",
SKU0471,Frozen Product 4,Frozen,B,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH6167,09/05/2025,08/04/2025,08/02/2026,123,344,55,85,1,1,"28,89",908,"11,91",441,152,10,"$3,92","$3,54","$1.347,72","2,52","13,00","78,84%",FEFO,Low Stock,1,09/07/2025,"-9,31%","67,69%",
SKU0472,Beverages Product 262,Beverages,A,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH3101,15/07/2025,12/07/2025,08/10/2029,56,422,54,74,1,0,"47,99",1.302,"8,79",724,244,10,"$5,06","$5,44","$2.135,62","3,41","17,00","73,58%",FEFO,Low Stock,0,10/07/2025,"-0,68%","67,13%",
SKU0473,Fresh Product 178,Fresh Produce,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH9490,15/05/2025,16/04/2025,19/05/2025,117,211,98,107,2,1,"57,71",2.233,"3,66",873,296,10,"$1,64","$1,86","$345,79","8,21","16,00","71,68%",FEFO,Low Stock,1,13/06/2025,"6,15%","70,42%",High return rate
SKU0474,Bakery Product 52,Bakery,A,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH4066,06/04/2025,02/03/2025,10/04/2025,156,759,115,41,0,0,"42,43",1.014,"17,89",256,86,4,"$3,92","$3,94","$2.978,85","1,68","14,00","91,26%",FEFO,Expiring Soon,0,10/08/2025,"5,15%","74,14%",
SKU0475,Personal Product 176,Personal Care,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH4449,05/05/2025,09/04/2025,19/09/2028,127,52,11,2,5,1,"5,04",132,"10,32",24,14,2,"$6,26","$6,69","$325,41","2,91","2,00","89,73%",FEFO,In Stock,2,25/07/2025,"2,67%","60,92%",
SKU0476,Meat Product 93,Meat,A,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH2636,15/04/2025,28/02/2025,27/04/2025,147,239,145,48,1,0,"36,81",1.149,"6,49",174,64,3,"$9,34","$8,50","$2.233,12","4,62","19,00","88,44%",FEFO,Expiring Soon,0,10/08/2025,"-9,71%","81,03%",
SKU0477,Household Product 101,Household,A,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH3893,11/05/2025,15/04/2025,30/05/2026,121,232,32,38,2,0,"15,89",438,"14,60",54,22,2,"$15,71","$16,08","$3.643,91","2,05","7,00","89,90%",FEFO,In Stock,0,23/08/2025,"-0,2%","76,50%",
SKU0478,Household Product 265,Household,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH5111,08/05/2025,03/04/2025,12/01/2028,124,90,28,10,3,2,"9,46",269,"9,51",101,35,7,"$8,39","$9,00","$755,08","3,15","4,00","72,85%",FIFO,Low Stock,-2,21/07/2025,"-0,61%","80,47%",High return rate
SKU0479,Fresh Product 417,Fresh Produce,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH8370,01/04/2025,13/02/2025,05/04/2025,161,661,81,52,0,1,"36,71",885,"18,01",281,97,5,"$0,33","$0,36","$217,80","1,67","11,00","76,05%",FEFO,Expiring Soon,-2,07/08/2025,"-5,97%","71,61%",
SKU0480,Pantry Product 478,Pantry,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH2986,04/09/2025,13/08/2025,25/12/2028,5,60,10,9,1,0,"5,85",154,"10,26",94,36,10,"$11,89","$12,78","$713,50","2,92","4,00","83,95%",FIFO,Low Stock,-2,28/06/2025,"0,05%","70,75%",
SKU0481,Pantry Product 90,Pantry,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH9363,18/06/2025,18/05/2025,27/03/2030,83,51,13,38,0,2,"18,61",669,"2,74",114,40,4,"$10,18","$11,20","$519,19","10,95","7,00","93,23%",FEFO,Low Stock,-5,30/08/2025,"1,61%","70,43%",
SKU0482,Meat Product 324,Meat,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH7911,30/03/2025,18/02/2025,14/04/2025,163,16,7,3,0,0,"2,76",71,"5,80",44,16,10,"$11,83","$11,35","$189,34","5,17","2,00","97,32%",FEFO,Low Stock,-1,31/08/2025,"7,89%","71,56%",Promotional item
SKU0483,Meat Product 163,Meat,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH5444,08/04/2025,11/02/2025,25/04/2025,154,554,57,108,2,1,"38,27",1.052,"14,48",296,105,5,"$2,43","$2,75","$1.345,44","2,07","13,00","97,30%",FEFO,Expiring Soon,1,25/07/2025,"-0,4%","76,36%",
SKU0484,Pantry Product 231,Pantry,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH3048,24/07/2025,08/06/2025,09/09/2026,47,38,4,7,2,0,"4,16",146,"9,13",12,8,1,"$12,49","$13,99","$474,44","3,28","1,00","77,40%",FIFO,In Stock,-2,17/06/2025,"1,54%","80,68%",
SKU0485,Beverages Product 384,Beverages,A,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH2687,29/07/2025,23/07/2025,19/10/2028,42,538,48,138,0,0,"81,00",2.477,"6,64",125,44,1,"$5,96","$5,72","$3.206,59","4,52","23,00","75,63%",FIFO,In Stock,-1,11/07/2025,"8,17%","78,16%",
SKU0486,Fresh Product 204,Fresh Produce,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH3544,14/08/2025,09/08/2025,21/08/2025,26,179,30,1,2,1,"23,99",520,"7,46",113,41,3,"$1,52","$1,47","$271,42","4,02","13,00","84,52%",FEFO,Expiring Soon,-1,01/08/2025,"2,27%","65,58%",
SKU0487,Beverages Product 227,Beverages,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH1468,28/04/2025,26/04/2025,12/04/2027,134,300,26,10,2,0,"21,72",803,"13,81",136,49,4,"$4,34","$4,32","$1.303,38","2,17","3,00","94,15%",FEFO,In Stock,0,30/07/2025,"-7,99%","96,39%",
SKU0488,Frozen Product 446,Frozen,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH3213,22/04/2025,21/02/2025,09/02/2026,140,108,101,7,1,1,"30,87",890,"3,50",142,49,3,"$3,56","$3,73","$384,89","8,58","7,00","86,79%",FIFO,Low Stock,2,26/06/2025,"2,66%","73,16%",
SKU0489,Pantry Product 326,Pantry,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH9745,28/04/2025,09/04/2025,28/11/2029,134,146,52,7,1,0,"15,42",378,"9,47",77,31,3,"$3,92","$4,01","$571,75","3,17","5,00","93,41%",FEFO,In Stock,-4,10/07/2025,"-6,56%","96,97%",
SKU0490,Household Product 227,Household,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH3551,27/05/2025,08/05/2025,10/11/2027,105,61,10,11,4,1,"5,51",148,"11,07",13,7,1,"$15,81","$16,44","$964,50","2,71","4,00","94,71%",FIFO,In Stock,2,09/09/2025,"-6,25%","89,68%",
SKU0491,Beverages Product 70,Beverages,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH1136,12/05/2025,29/03/2025,11/05/2029,120,83,42,12,2,2,"10,13",241,"8,19",37,17,2,"$1,39","$1,40","$115,49","3,66","4,00","70,03%",FEFO,In Stock,2,10/07/2025,"-7,12%","70,08%",
SKU0492,Beverages Product 409,Beverages,B,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH9981,12/07/2025,19/06/2025,26/07/2026,59,256,82,14,7,1,"29,84",1.15,"8,58",51,21,1,"$4,88","$4,42","$1.249,64","3,50","13,00","71,48%",FIFO,In Stock,-2,19/07/2025,"0,48%","94,64%",
SKU0493,Bakery Product 128,Bakery,C,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH5308,05/06/2025,31/05/2025,08/06/2025,96,357,24,20,2,2,"26,81",682,"13,32",48,21,1,"$2,21","$1,99","$787,33","2,25","8,00","71,10%",FEFO,Expiring Soon,2,21/06/2025,"8,74%","60,34%",
SKU0494,Beverages Product 466,Beverages,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH9715,29/06/2025,09/05/2025,16/02/2030,72,1,101,1,1,0,"74,43",2.608,"14,11",343,120,3,"$0,41","$0,39","$425,78","2,13","23,00","95,41%",FEFO,In Stock,-6,19/07/2025,"6,16%","72,54%",
SKU0495,Fresh Product 70,Fresh Produce,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH8418,30/03/2025,13/03/2025,09/04/2025,163,821,165,245,2,3,"75,59",2.037,"10,86",800,271,7,"$0,79","$0,86","$650,72","2,76","27,00","73,08%",FEFO,Expiring Soon,-1,16/08/2025,"5,18%","63,43%",
SKU0496,Dairy Product 497,Dairy,B,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH5622,24/07/2025,07/07/2025,03/08/2025,47,502,98,92,3,4,"45,06",1.05,"11,14",479,164,7,"$2,76","$2,63","$1.385,52","2,69","9,00","90,95%",FIFO,Expiring Soon,0,15/07/2025,"-2,36%","84,68%",
SKU0497,Meat Product 78,Meat,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH7885,16/07/2025,27/06/2025,31/07/2025,55,249,47,97,0,1,"23,66",648,"10,52",112,41,3,"$1,71","$1,79","$425,84","2,85","12,00","96,42%",FEFO,Expiring Soon,4,24/07/2025,"2,6%","94,43%",
SKU0498,Household Product 170,Household,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH7429,26/08/2025,22/08/2025,22/02/2028,14,45,11,0,0,0,"3,65",89,"12,33",45,19,7,"$16,15","$16,75","$726,85","2,43","3,00","76,13%",FEFO,Low Stock,-1,17/08/2025,"2,19%","67,92%",
SKU0499,Household Product 419,Household,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH7304,09/08/2025,21/06/2025,31/12/2027,31,215,41,54,2,0,"17,55",656,"12,25",32,14,1,"$13,15","$13,79","$2.827,38","2,45","3,00","86,90%",FEFO,In Stock,0,09/08/2025,"6,02%","95,46%",
SKU0500,Fresh Product 236,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH8746,23/03/2025,27/02/2025,29/03/2025,170,498,34,51,1,1,"34,77",1.314,"14,32",214,75,4,"$0,35","$0,34","$175,45","2,09","15,00","82,38%",FEFO,Expiring Soon,-2,30/07/2025,"3,65%","87,26%",
SKU0501,Beverages Product 382,Beverages,C,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH8884,09/08/2025,30/06/2025,09/01/2028,31,71,61,10,1,0,"27,12",812,"2,62",127,46,3,"$3,98","$3,98","$282,82","11,46","13,00","82,20%",FEFO,Low Stock,5,15/08/2025,"-2,75%","82,80%",
SKU0502,Fresh Product 342,Fresh Produce,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8113,11/07/2025,21/06/2025,24/07/2025,60,210,52,53,0,0,"24,23",663,"8,67",113,40,3,"$1,32","$1,37","$276,34","3,46","8,00","73,78%",FIFO,Expiring Soon,-2,19/08/2025,"9,01%","65,44%",
SKU0503,Pantry Product 203,Pantry,B,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8786,30/08/2025,17/07/2025,02/12/2029,10,227,46,63,3,1,"24,52",930,"9,26",77,28,2,"$3,60","$3,84","$817,70","3,24","5,00","77,15%",FIFO,In Stock,-1,24/07/2025,"-7,68%","88,96%",
SKU0504,Meat Product 256,Meat,B,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH1979,15/06/2025,24/05/2025,21/06/2025,86,151,21,6,0,0,"10,78",344,"14,01",56,24,3,"$8,63","$8,90","$1.302,69","2,14","6,00","81,62%",FIFO,Expiring Soon,4,12/06/2025,"9,62%","65,52%",
SKU0505,Fresh Product 250,Fresh Produce,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH6690,20/04/2025,28/02/2025,03/05/2025,142,75,17,9,1,1,"8,34",288,"8,99",44,19,3,"$1,64","$1,78","$123,37","3,34","3,00","75,49%",FEFO,Expiring Soon,1,16/08/2025,"-3,57%","61,16%",Fragile
SKU0506,Seafood Product 69,Seafood,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH5828,08/05/2025,04/04/2025,18/05/2025,124,190,83,67,4,0,"29,33",845,"6,48",50,21,1,"$14,15","$14,44","$2.688,31","4,63","6,00","98,29%",FEFO,Expiring Soon,-3,16/08/2025,"1,95%","67,69%",
SKU0507,Pantry Product 166,Pantry,A,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH3627,09/04/2025,05/04/2025,18/05/2029,153,390,81,73,1,1,"27,59",705,"14,14",129,46,3,"$7,69","$8,28","$2.997,27","2,12","11,00","92,91%",FIFO,In Stock,-1,14/07/2025,"3,43%","60,71%",
SKU0508,Meat Product 188,Meat,C,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH7210,30/03/2025,12/02/2025,20/04/2025,163,101,17,25,0,0,"15,54",593,"6,50",52,21,2,"$4,87","$4,63","$492,17","4,62","6,00","76,75%",FIFO,Expiring Soon,1,07/09/2025,"-1,41%","64,89%",
SKU0509,Bakery Product 318,Bakery,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH9830,24/08/2025,03/07/2025,31/08/2025,16,278,8,43,3,0,"27,35",832,"10,16",416,142,10,"$0,93","$1,01","$257,34","2,95","10,00","78,47%",FEFO,Low Stock,1,16/08/2025,"-9,23%","80,90%",
SKU0510,Frozen Product 283,Frozen,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH7714,29/06/2025,19/05/2025,18/03/2026,72,832,98,17,0,2,"38,65",1.068,"21,53",66,27,1,"$1,73","$1,78","$1.441,44","1,39","15,00","78,29%",FEFO,In Stock,-7,26/08/2025,"-8,28%","62,50%",Seasonal SKU
SKU0511,Fresh Product 481,Fresh Produce,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH2753,01/09/2025,01/08/2025,07/09/2025,8,485,3,22,0,0,"27,81",994,"17,44",129,46,3,"$2,30","$2,37","$1.116,71","1,72","8,00","73,77%",FIFO,Expiring Soon,0,28/08/2025,"3,89%","63,04%",Fragile
SKU0512,Pantry Product 270,Pantry,B,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH7002,06/07/2025,22/06/2025,14/10/2026,65,245,38,41,1,1,"15,92",589,"15,39",79,31,3,"$4,89","$4,91","$1.198,64","1,95","3,00","87,97%",FIFO,In Stock,4,08/09/2025,"6,84%","92,64%",
SKU0513,Dairy Product 252,Dairy,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH6913,30/03/2025,23/02/2025,07/04/2025,163,142,127,15,2,3,"43,86",1.686,"3,24",204,72,3,"$1,68","$1,61","$238,52","9,27","17,00","84,18%",FEFO,Low Stock,-1,24/07/2025,"-4,88%","62,13%",
SKU0514,Fresh Product 316,Fresh Produce,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH2153,30/08/2025,08/07/2025,13/09/2025,10,242,45,23,0,1,"23,21",835,"10,43",357,125,10,"$0,31","$0,29","$74,17","2,88","10,00","81,49%",FEFO,Low Stock,3,31/08/2025,"-9,35%","85,12%",
SKU0515,Personal Product 50,Personal Care,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH4104,26/04/2025,14/04/2025,23/06/2028,136,70,4,11,2,1,"4,81",170,"14,55",37,18,4,"$10,47","$11,79","$732,58","2,06","2,00","87,59%",FIFO,In Stock,-2,29/06/2025,"-7,39%","62,67%",
SKU0516,Dairy Product 384,Dairy,B,S009,PT Beverage Nusantara,WHMDN,Medan - Deli Serdang,BATCH6864,13/08/2025,01/07/2025,09/09/2025,27,481,167,78,2,0,"46,04",1.527,"10,45",691,231,10,"$3,47","$3,64","$1.671,09","2,87","16,00","98,33%",FEFO,Low Stock,2,12/06/2025,"-3,7%","73,57%",
SKU0517,Personal Product 86,Personal Care,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH6529,30/05/2025,18/04/2025,28/03/2029,102,239,56,29,0,0,"22,00",475,"10,86",464,156,14,"$6,57","$5,99","$1.569,18","2,76","6,00","82,33%",FIFO,Low Stock,2,03/07/2025,"3,32%","92,01%",
SKU0518,Frozen Product 181,Frozen,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH7755,18/06/2025,01/05/2025,20/03/2026,83,85,4,4,0,1,"6,52",173,"13,04",141,50,14,"$1,60","$1,54","$135,95","2,30","3,00","92,11%",FEFO,Low Stock,0,30/07/2025,"-7,55%","78,63%",
SKU0519,Pantry Product 110,Pantry,A,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH8412,06/07/2025,08/06/2025,12/07/2028,65,288,25,17,0,2,"26,11",799,"11,03",80,28,2,"$8,23","$8,88","$2.369,78","2,72","8,00","94,17%",FEFO,In Stock,-4,09/09/2025,"5,1%","70,17%",
SKU0520,Personal Product 306,Personal Care,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH1107,06/08/2025,18/07/2025,15/04/2028,34,141,4,6,2,1,"8,91",305,"15,82",136,47,10,"$24,90","$23,07","$3.511,58","1,90","5,00","71,76%",FIFO,In Stock,4,13/08/2025,"5,38%","77,88%",
SKU0521,Fresh Product 421,Fresh Produce,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH3534,02/05/2025,26/04/2025,13/05/2025,130,98,16,33,4,2,"10,40",383,"9,42",17,7,1,"$2,48","$2,64","$243,46","3,18","5,00","80,95%",FIFO,Expiring Soon,-3,13/07/2025,"2,83%","95,27%",
SKU0522,Dairy Product 188,Dairy,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH5920,12/07/2025,07/07/2025,27/07/2025,59,52,10,1,1,2,"4,04",103,"12,87",48,20,7,"$2,83","$3,16","$147,13","2,33","3,00","73,43%",FEFO,Expiring Soon,-6,29/06/2025,"4,85%","85,10%",
SKU0523,Beverages Product 371,Beverages,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH2562,27/07/2025,19/06/2025,21/04/2029,44,60,24,21,1,0,"10,26",224,"5,85",33,12,2,"$1,79","$1,72","$107,69","5,13","4,00","84,71%",FEFO,In Stock,1,05/09/2025,"2,43%","96,45%",
SKU0524,Pantry Product 41,Pantry,C,S001,PT Segar Makmur,WHSBY,Surabaya - Sidoarjo,BATCH7824,12/06/2025,14/04/2025,17/11/2028,89,92,68,4,1,0,"17,83",479,"5,16",84,31,3,"$5,45","$5,41","$500,95","5,81","10,00","80,37%",FIFO,In Stock,1,11/08/2025,"-4,4%","67,58%",
SKU0525,Household Product 476,Household,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH9591,27/08/2025,25/08/2025,12/05/2028,13,143,8,29,3,1,"12,83",478,"11,15",41,15,2,"$1,73","$1,65","$246,83","2,69","3,00","81,32%",FEFO,In Stock,2,02/07/2025,"-2,21%","94,79%",
SKU0526,Seafood Product 358,Seafood,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH8300,28/08/2025,11/07/2025,06/09/2025,12,186,45,21,0,2,"21,60",493,"8,61",102,37,3,"$3,84","$3,87","$714,26","3,48","5,00","88,78%",FIFO,Expiring Soon,2,12/08/2025,"8,64%","78,76%",
SKU0527,Household Product 76,Household,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH1807,19/08/2025,15/07/2025,19/04/2029,21,93,16,6,1,0,"6,67",161,"13,94",36,16,3,"$8,18","$8,31","$760,81","2,15","3,00","80,36%",FEFO,In Stock,0,07/08/2025,"-4,41%","76,18%",Temperature controlled
SKU0528,Bakery Product 358,Bakery,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH4245,09/05/2025,08/04/2025,15/05/2025,123,1,145,110,0,2,"60,10",1.628,"16,94",99,39,1,"$1,76","$1,76","$1.795,55","1,77","22,00","79,55%",FEFO,Expiring Soon,0,18/06/2025,"-9,32%","69,53%",
SKU0529,Pantry Product 377,Pantry,A,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH5362,09/07/2025,21/05/2025,02/12/2026,62,435,58,59,1,0,"26,56",984,"16,38",87,34,2,"$9,66","$8,80","$4.200,80","1,83","6,00","96,69%",FEFO,In Stock,3,30/07/2025,"-5,11%","84,08%",
SKU0530,Pantry Product 58,Pantry,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH4120,08/06/2025,19/05/2025,21/05/2028,93,61,19,17,0,1,"7,49",173,"8,14",28,13,2,"$7,28","$6,95","$444,32","3,68","1,00","98,15%",FEFO,In Stock,-1,25/06/2025,"-1,34%","60,88%",
SKU0531,Beverages Product 87,Beverages,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH3389,19/05/2025,21/04/2025,15/11/2029,113,0,0,0,2,2,"71,43",1.691,"0,00",326,112,3,"$1,31","$1,39","$0,00","2.142,90","16,00","77,73%",FIFO,Out of Stock,4,11/08/2025,"5,44%","89,11%",
SKU0532,Bakery Product 388,Bakery,B,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH3419,27/08/2025,03/07/2025,30/08/2025,13,658,8,18,0,2,"64,89",1.498,"10,14",398,138,4,"$2,91","$2,99","$1.915,44","2,96","28,00","91,37%",FEFO,Expiring Soon,0,08/09/2025,"4,38%","76,64%",
SKU0533,Household Product 157,Household,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4424,04/09/2025,19/07/2025,14/07/2028,5,325,18,25,2,0,"19,32",552,"16,82",91,33,3,"$4,11","$4,48","$1.336,63","1,78","11,00","75,88%",FIFO,In Stock,0,14/08/2025,"-2,56%","97,29%",
SKU0534,Beverages Product 281,Beverages,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH1301,04/08/2025,11/07/2025,27/06/2030,36,1,219,102,2,1,"76,04",2.023,"16,40",118,42,1,"$3,52","$3,55","$4.387,44","1,83","25,00","73,74%",FIFO,In Stock,-5,08/08/2025,"9,62%","97,64%",
SKU0535,Meat Product 405,Meat,B,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH1136,27/08/2025,23/08/2025,15/09/2025,13,171,22,17,2,0,"12,23",443,"13,98",133,47,7,"$9,20","$10,23","$1.572,65","2,15","5,00","90,15%",FEFO,Expiring Soon,1,17/06/2025,"2,59%","71,28%",
SKU0536,Household Product 338,Household,B,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH7332,05/09/2025,22/08/2025,26/04/2028,4,72,13,8,1,0,"12,30",260,"5,85",61,24,3,"$11,82","$13,09","$851,05","5,12","7,00","97,45%",FEFO,In Stock,2,06/07/2025,"-2,7%","78,06%",
SKU0537,Fresh Product 162,Fresh Produce,B,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH4054,26/04/2025,14/04/2025,30/04/2025,136,742,11,76,0,2,"63,94",2.294,"11,60",296,104,3,"$2,26","$2,43","$1.675,36","2,59","19,00","82,71%",FEFO,Expiring Soon,-4,30/06/2025,"-1,65%","70,16%",
